Time,Time Code,Country Name,Country Code,Electric power consumption (kWh per capita) [EG.USE.ELEC.KH.PC],"Employers, female (% of female employment) (modeled ILO estimate) [SL.EMP.MPYR.FE.ZS]","Employers, male (% of male employment) (modeled ILO estimate) [SL.EMP.MPYR.MA.ZS]","Employers, total (% of total employment) (modeled ILO estimate) [SL.EMP.MPYR.ZS]",Employment in industry (% of total employment) (modeled ILO estimate) [SL.IND.EMPL.ZS],"Employment in industry, female (% of female employment) (modeled ILO estimate) [SL.IND.EMPL.FE.ZS]","Employment in industry, male (% of male employment) (modeled ILO estimate) [SL.IND.EMPL.MA.ZS]",Employment in services (% of total employment) (modeled ILO estimate) [SL.SRV.EMPL.ZS],"Employment in services, female (% of female employment) (modeled ILO estimate) [SL.SRV.EMPL.FE.ZS]","Employment in services, male (% of male employment) (modeled ILO estimate) [SL.SRV.EMPL.MA.ZS]","Employment in agriculture, male (% of male employment) (modeled ILO estimate) [SL.AGR.EMPL.MA.ZS]","Employment in agriculture, female (% of female employment) (modeled ILO estimate) [SL.AGR.EMPL.FE.ZS]",Employment in agriculture (% of total employment) (modeled ILO estimate) [SL.AGR.EMPL.ZS],"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate) [SL.TLF.CACT.FE.ZS]","Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate) [SL.TLF.CACT.MA.ZS]","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate) [SL.TLF.CACT.ZS]",Labor force with advanced education (% of total working-age population with advanced education) [SL.TLF.ADVN.ZS],"Labor force with advanced education, female (% of female working-age population with advanced education) [SL.TLF.ADVN.FE.ZS]","Labor force with advanced education, male (% of male working-age population with advanced education) [SL.TLF.ADVN.MA.ZS]",Labor force with basic education (% of total working-age population with basic education) [SL.TLF.BASC.ZS],"Labor force with basic education, female (% of female working-age population with basic education) [SL.TLF.BASC.FE.ZS]","Labor force with basic education, male (% of male working-age population with basic education) [SL.TLF.BASC.MA.ZS]",Labor force with intermediate education (% of total working-age population with intermediate education) [SL.TLF.INTM.ZS],"Labor force with intermediate education, female (% of female working-age population with intermediate education) [SL.TLF.INTM.FE.ZS]","Labor force with intermediate education, male (% of male working-age population with intermediate education) [SL.TLF.INTM.MA.ZS]","Labor force, total [SL.TLF.TOTL.IN]","Population, total [SP.POP.TOTL]","Population ages 65 and above, total [SP.POP.65UP.TO]",Population ages 65 and above (% of total) [SP.POP.65UP.TO.ZS],Population ages 15-64 (% of total) [SP.POP.1564.TO.ZS],Population ages 0-14 (% of total) [SP.POP.0014.TO.ZS],Population density (people per sq. km of land area) [EN.POP.DNST],"Wage and salaried workers, female (% of female employment) (modeled ILO estimate) [SL.EMP.WORK.FE.ZS]","Wage and salaried workers, male (% of male employment) (modeled ILO estimate) [SL.EMP.WORK.MA.ZS]","Wage and salaried workers, total (% of total employment) (modeled ILO estimate) [SL.EMP.WORK.ZS]","Automated teller machines (ATMs) (per 100,000 adults) [FB.ATM.TOTL.P5]"
2000,YR2000,South Asia,SAS,357.185878935797,0.51350980713771,1.13901943442103,0.971867472178372,15.8100752780401,11.4296391268989,17.4104331532736,24.7204697167716,14.2462311345173,28.5475154178664,54.041875138852,74.3244809723707,59.4693286463526,32.259981517081,83.1586975594092,58.4333116560176,32.4309997558594,86.7328033447266,69.2059020996094,19.5118007659912,78.4250030517578,55.8460998535156,14.9844999313354,69.290397644043,50.6783981323242,520225780,1386625845,59575204,4.29641523088732,59.909062058482,35.7945227106307,290.49870423987,11.6176740317251,22.3078110246848,19.4473888201413,..
2000,YR2000,Europe & Central Asia (excluding high income),ECA,3349.48574901804,1.77189990110819,3.54597384598914,2.74868886928065,26.27607881662,18.9007839327428,32.3009145728587,47.6407509851456,54.6218981179717,41.9391902448688,25.76001022595,26.4770337093523,26.0832032123583,50.032995318546,69.4011476314247,59.1137697502151,..,..,..,..,..,..,..,..,..,177857206,392657969,41069258,10.504775737008,66.4530413561837,23.0421829068083,17.3515496676427,74.356888479182,74.1944301447,74.2674980348234,..
2000,YR2000,East Asia & Pacific (excluding high income),EAP,874.39298450389,0.710128827354212,2.83778437758417,1.89284317417946,24.8975361594812,26.3319533736268,23.7530955307026,29.048207426249,25.1311057719402,32.1782041221085,44.0687036575604,48.5368365598857,46.0535867561786,67.1966746464267,83.0172948410378,75.1863467854326,..,..,..,..,..,..,..,..,..,999391535,1815956211,114398425,6.30007266461134,66.9081224436695,26.7918048917191,114.103724483128,40.18589902091,43.5343152138447,42.0475544442719,..
2001,YR2001,United States,USA,13046.6141478464,2.19400000572205,5.42600011825562,3.95000004768372,22.6070003509521,11.3369998931885,32.076000213623,75.681999206543,87.7289962768555,65.5599975585938,2.36400008201599,0.935000002384186,1.71099996566772,58.806999206543,73.6959991455078,66.0660018920898,73.4095993041992,84.5616989135742,78.8699035644531,28.4678001403809,51.8759002685547,40.1664009094238,57.6403999328613,72.7469024658203,64.7826995849609,147741226,284968955,35047948,12.2988653446128,66.175194927537,21.5259397278501,31.1036283879362,91.7030029296875,86.447998046875,88.8470001220703,..
2001,YR2001,United Kingdom,GBR,6141.98255122284,1.62600004673004,4.47399997711182,3.17400002479553,24.6399993896484,11.3739995956421,35.773998260498,73.9680023193359,87.9449996948242,62.2369995117188,1.9889999628067,0.680999994277954,1.39199995994568,53.3740005493164,69.1740036010742,60.9869995117188,87.0511016845703,92.4166030883789,89.8733978271484,63.3706016540527,75.7078018188477,68.6857986450195,76.8731994628906,85.3774032592773,81.6836013793945,29259367,59119673,9417185,15.9290205471936,65.2223085554813,18.8486708973251,244.366854048692,92.5449981689453,83.7160034179688,87.7440032958984,..
2001,YR2001,European Union,EUU,5942.43552305584,2.68767402565522,6.86457114110414,5.05674817307103,29.094251218122,16.5712396304571,38.6558338232993,63.2312993346918,76.3164342638523,53.2405800094077,8.10356302616797,7.11228359222186,7.67444243544747,47.6672726329547,65.5529418223543,56.3014208093311,78.0602848288387,82.2549140669061,80.2068110008238,34.2356481976785,53.1005498581108,42.5509954202315,62.8553210462793,75.4682907088541,69.1016230534143,228855148,489155665,77854854,15.9161715489787,67.1825306947585,16.9012977562628,115.329284103793,85.2842019775205,79.157464733288,81.8089201906771,..
2001,YR2001,Europe & Central Asia,ECS,5030.24712760135,2.43036064597672,5.63771762678683,4.22540736990886,27.9790068955975,17.5539592274899,36.1842568058781,57.9415160732343,68.4637222734074,49.6602482965183,14.1556013730454,13.9820879965134,14.0794614265654,48.4440156308242,66.9133591703282,57.2488708198713,..,..,..,..,..,..,..,..,..,397276632,863615632,117170630,13.6000607851144,66.9467181396762,19.4532210752094,31.4640322270965,81.722819924331,77.8484957588633,79.5542597153814,..
2001,YR2001,Canada,CAN,16807.1449943536,2.93899989128113,7.30399990081787,5.29500007629395,22.3689994812012,11.0729999542236,32.0029983520508,74.8010025024414,87.3710021972656,64.0820007324219,3.91499996185303,1.55599999427795,2.8289999961853,58.9490013122559,72.015998840332,65.3720016479492,74.4742965698242,82.3992004394531,78.4503021240234,42.4558982849121,59.4907989501953,51.0894012451172,63.0780982971191,77.0263977050781,69.7054977416992,16492176,31081900,3940536,12.6779112870338,68.4889236110081,18.833165101958,3.41803110130192,88.786003112793,81.2229995727539,84.7040023803711,..
2001,YR2001,Colombia,COL,850.425172331374,2.27800011634827,5.63700008392334,4.49499988555908,18.4340000152588,16.9409999847412,19.2059993743896,59.3680000305176,77.1890029907227,50.1650009155273,30.625,5.87900018692017,22.1979999542236,43.2439994812012,80.7109985351563,61.5040016174316,..,..,..,..,..,..,..,..,..,17406537,40988909,1977914,4.82548584057214,64.2211677310074,30.9533464284204,36.9435863001352,51.685001373291,47.9790000915527,49.2389984130859,..
2001,YR2001,Mexico,MEX,1784.87662033813,1.88399994373322,5.8769998550415,4.58699989318848,26.0499992370605,21.8889999389648,28.0349998474121,56.3009986877441,72.2239990234375,48.7070007324219,23.257999420166,5.88800001144409,17.6490001678467,38.1800003051758,82.0640029907227,59.7220001220703,..,..,..,..,..,..,..,..,..,40703848,103067068,5265431,5.10874239674694,61.0186194488428,33.8726381544103,53.0194027624167,64.2679977416992,62.9949989318848,63.4059982299805,..
2001,YR2001,Latin America & Caribbean,LCN,1556.15730275905,2.504784157854,5.92262994638224,4.64480415203734,20.9531113419405,13.2917712476199,25.487182832118,58.5436425141485,73.9314038829097,49.400784707146,25.1113236976648,12.7779897328579,20.5031970562979,47.2164775428889,79.483418151934,62.9971394554062,..,..,..,..,..,..,..,..,..,228655461,532172709,30166146,5.6712440443085,62.6214659268468,31.7072900288447,26.5518882234511,61.4982910960471,58.6385094695165,59.7078279957009,..
2001,YR2001,North America,NAC,13416.442110242,2.26758566570064,5.60900161154162,4.08187972475956,22.5836639366927,11.3109239029506,32.0688865548226,75.5956158917695,87.6936362303297,65.4159743117474,2.51513710382615,0.996337856437554,1.82062188377859,58.821293475718,73.5244253345053,65.9956461417799,73.5165152815678,84.3435440785383,78.8279299888313,29.8724728421306,52.644098251392,41.259050591792,58.1864488934634,73.1786218816394,65.2751369810073,164233402,316113359,38988484,12.3361424723008,66.4027376866502,21.2611198410489,17.3160803769608,91.4148829435716,85.938848614559,88.4407717260265,..
2001,YR2001,East Asia & Pacific,EAS,1726.72601370231,0.805508756603879,3.04202829175499,2.05929368022846,25.4850040508746,25.4967747021274,25.4759892331073,33.7398436839143,31.2121629745603,35.7245012340954,38.7989390420536,43.2911397634524,40.7750875113849,64.4547558971066,81.5993734503947,73.0829796118309,..,..,..,..,..,..,..,..,..,1129896288,2065521836,149724661,7.24952478037096,67.6141477597873,25.1363274598418,84.6953672087001,44.6629646950568,47.8421383528295,46.4449272008351,..
2001,YR2001,South Asia,SAS,358.887215015683,0.436911460189225,0.954227978832284,0.814561466248939,15.6209234067041,11.5094023886918,17.1406462213908,24.9187327528552,14.4150336983056,28.8016672810144,54.0584427310566,74.0758517556269,59.4603444325149,32.6835660263832,83.1853107977027,58.6441613226771,..,..,..,..,..,..,..,..,..,534743002,1412104373,61767739,4.37416243310507,60.1992194241296,35.4266181427653,295.836466691527,11.2655611250391,18.877873579949,16.8233080123015,..
2001,YR2001,Europe & Central Asia (excluding high income),ECA,3392.09920357652,1.96982342274479,3.66444342737403,2.89857292655244,26.6480482355726,19.4810861007837,32.5578976642401,48.576628509457,55.3161447682139,43.0203813351487,24.4218895192617,25.2022484449618,24.7752835273788,49.5122610136859,68.4367904304659,58.3857340509315,..,..,..,..,..,..,..,..,..,176762930,392446165,41955704,10.7373612450829,66.7428867808978,22.5197519740193,17.3428805619564,75.002044784076,74.4883802177363,74.7203829765703,..
2001,YR2001,East Asia & Pacific (excluding high income),EAP,939.771379814971,0.713731330791716,2.83970649043732,1.89851161989121,25.0520259483062,26.1461874562833,24.1825222554493,30.1047476692458,26.5220239875064,32.9550781987522,42.8617689114665,47.3318747628438,44.8432122540956,66.6177966727236,82.6038011724123,74.6909712567238,..,..,..,..,..,..,..,..,..,1011022039,1833033752,117944209,6.43482799894478,67.4218999562622,26.1432720447931,115.176598918647,40.9996213659658,44.3409442426695,42.8613648012593,..
2002,YR2002,United States,USA,13296.1822993023,2.27600002288818,5.44199991226196,3.99300003051758,21.6580009460449,10.4469995498657,31.1140003204346,76.6149978637695,88.6230010986328,66.4879989624023,2.39800000190735,0.930000007152557,1.72699999809265,58.5909996032715,73.1900024414063,65.7119979858398,73.1523971557617,84.0994033813477,78.4900970458984,28.426700592041,52.4550018310547,40.5568008422852,57.1971015930176,72.2129974365234,64.3125991821289,148568133,287625193,35306397,12.2751407029969,66.3305649899879,21.3942943070152,31.3935499327652,91.7910003662109,86.5019989013672,88.9209976196289,..
2002,YR2002,United Kingdom,GBR,6142.74983363365,1.61699998378754,4.29400014877319,3.06500005722046,23.9109992980957,10.8059997558594,35.0369987487793,74.7030029296875,88.5029983520508,62.9879989624023,1.97500002384186,0.690999984741211,1.3860000371933,53.9490013122559,69.0739974975586,61.2470016479492,87.6239013671875,91.7547988891602,89.7585983276367,63.2411003112793,74.8195037841797,68.2846984863281,77.103401184082,85.7003021240234,81.9382019042969,29588702,59370479,9476469,15.9615840232262,65.4095801824844,18.6288357942894,245.40354234696,92.5199966430664,83.4909973144531,87.6360015869141,..
2002,YR2002,European Union,EUU,6012.43396251774,2.68464578857681,6.80036038284294,5.00914031318594,28.781898673543,16.2124704375741,38.4714605814363,64.1853332138934,77.5034559640286,53.9186786629706,7.6098192749974,6.28418848778234,7.03282204520502,47.8124824119472,65.2683067476273,56.2444915195943,78.3871210535831,81.9320670925879,80.1940899862287,33.3226439086114,52.1107667237199,41.6089691738411,62.9795569972542,75.1739755527597,69.0835737991525,229848485,490390251,79113709,16.132805355685,67.2007322178854,16.6664624264296,115.652813680887,86.1491878402407,79.539383178699,82.4160647346275,..
2002,YR2002,Europe & Central Asia,ECS,5076.23783397419,2.46921305357667,5.62884549433987,4.22756062814538,27.7734269794395,17.3085142457602,36.1202637320596,58.8697151625896,69.4178378888348,50.4546372659101,13.4250664069323,13.2734485476275,13.3569068326348,48.7282227556279,66.6060088144351,57.2545387843745,..,..,..,..,..,..,..,..,..,399949606,865196877,119506200,13.8458385880619,67.086891511493,19.0672699004451,31.5224420595421,82.2007709805818,78.011170457886,79.8690487269229,..
2002,YR2002,Canada,CAN,16959.6007907659,2.95900011062622,7.03900003433228,5.14799976348877,22.5310001373291,11.2659997940063,32.2630004882813,74.6999969482422,87.1800003051758,63.9199981689453,3.81699991226196,1.55400002002716,2.76799988746643,60.125,72.7399978637695,66.3280029296875,74.806999206543,82.3914031982422,78.6046981811523,43.0931015014648,60.8672981262207,52.1077995300293,64.611198425293,77.6688003540039,70.8296966552734,16944708,31362000,4005548,12.77197783243,68.685962266269,18.542059901301,3.44883328879608,88.4609985351563,81.5650024414063,84.7610015869141,..
2002,YR2002,Colombia,COL,858.620668172133,2.96300005912781,5.61999988555908,4.69799995422363,19.7590007781982,16.8910007476807,21.2900009155273,59.693000793457,76.927001953125,50.4980010986328,28.2089996337891,6.18800020217896,20.5470008850098,44.7770004272461,80.9710006713867,62.4150009155273,..,..,..,..,..,..,..,..,..,18049380,41572491,2040296,4.90780309508035,64.6534267095036,30.438770195416,37.4695727805318,53.931999206543,48.0359992980957,50.0810012817383,..
2002,YR2002,Mexico,MEX,1796.76975290106,1.90699994564056,5.69000005722046,4.44700002670288,25.011999130249,20.5149993896484,27.2119998931885,57.4640007019043,73.4499969482422,49.6459999084473,23.1420001983643,6.03700017929077,17.5240001678467,38.9220008850098,81.6330032348633,59.8959999084473,..,..,..,..,..,..,..,..,..,41578562,104355608,5394438,5.16928424201218,61.3512692101799,33.479446547808,53.6822490290388,63.2019996643066,62.8540000915527,62.9690017700195,..
2002,YR2002,Latin America & Caribbean,LCN,1582.07830034095,2.61425574445927,5.78293115154673,4.58332462996706,21.1153678651229,13.9781230221104,25.4152388981678,58.4322325089232,73.0371443203765,49.5856135783378,24.9985040348574,12.9860866992596,20.4526633206156,48.062579980329,79.4039760068494,63.3891353204693,..,..,..,..,..,..,..,..,..,234722105,539372044,31166167,5.78104734608447,62.9600740668777,31.2588785870378,26.9124434659707,61.194088417501,58.3438766957946,59.4228345351955,..
2002,YR2002,North America,NAC,13656.3601786985,2.3454723549694,5.60097071246368,4.10912252825783,21.7457713963084,10.5303053326277,31.2283756880944,76.4224656205682,88.4762242063362,66.2323714671926,2.53925205825836,0.993471062122223,1.83166106757224,58.745673541685,73.1439901320387,65.7745364872807,73.3217903486844,83.9231413460356,78.5017501235172,29.9282027070408,53.3231331587329,41.7313501518096,57.9561345789032,72.7760248506938,64.9752823443482,165512841,319050105,39311945,12.3239884511047,66.562141589299,21.1138699595963,17.4769496611428,91.452284460911,86.0105535551918,88.5027558520177,..
2002,YR2002,East Asia & Pacific,EAS,1825.38497543486,0.828891411920452,3.08999977779046,2.09707239831229,25.417588800255,25.0816660474706,25.6807229649779,34.7303449735846,32.471847658729,36.49909289244,37.8200627772294,42.4470883985135,39.8520853196854,63.8779494097399,81.0877829774178,72.5386496534897,..,..,..,..,..,..,..,..,..,1141835723,2082953527,154290274,7.40806220851942,68.1764328094458,24.4155049820348,85.411840851498,45.3980173775903,48.481034724884,47.1277234441588,..
2002,YR2002,South Asia,SAS,373.486707203429,0.290067436624414,0.921749468186874,0.749325594907063,16.3181809030233,12.3247993962813,17.8139584583025,25.8852039863646,15.0974161078859,29.9235624803211,52.2623967440517,72.5778358670402,57.7965362335049,33.1279876987238,83.2224570898071,58.8702534153267,..,..,..,..,..,..,..,..,..,549881583,1437568227,63951529,4.44859087721059,60.5261869772808,35.0252221455086,301.171154933945,11.172617730427,19.1441760622937,16.9725440876186,..
2002,YR2002,Europe & Central Asia (excluding high income),ECA,3414.08793497175,2.09078658400975,3.78241684489213,3.01271603164594,26.8565345529979,19.5759940151451,32.9453970089735,49.818656715175,56.5351031656206,44.1963844844227,22.8581789205587,23.8883230130137,23.3248491729169,49.585162561412,67.8024666286314,58.127238253715,..,..,..,..,..,..,..,..,..,177158787,392134307,43034380,11.0222475676468,67.0393803955966,21.9383720367566,17.329999644238,75.6866139426502,74.8332351730807,75.221238396202,..
2002,YR2002,East Asia & Pacific (excluding high income),EAP,1029.56012203346,0.738139818157116,2.89556127108176,1.94122761017404,25.048252804158,25.7632335807403,24.4820206240038,31.1526477664602,27.8347647951998,33.7839631684449,41.7339046773687,46.4026687601052,43.7991188457303,65.9560262718598,82.0625902092995,74.0897961405159,..,..,..,..,..,..,..,..,..,1022540762,1849372898,121451523,6.56763711409101,68.0713028113055,25.3610600746035,116.207200890321,41.7779045166579,45.1043856091012,43.63365758737,..
2003,YR2003,United States,USA,13307.4920085002,2.25399994850159,5.39499998092651,3.95099997520447,21.2789993286133,10.1770000457764,30.7269992828369,77.0380020141602,88.9150009155273,66.9300003051758,2.34299993515015,0.907999992370605,1.68299996852875,58.4580001831055,72.5059967041016,65.3140029907227,73.2527008056641,83.2186965942383,78.0868988037109,28.7124004364014,52.6977996826172,40.88330078125,56.6660995483398,71.5519027709961,63.7472991943359,149183847,290107933,35568227,12.2603428285852,66.4724936683962,21.2671635030186,31.6645346171981,91.7310028076172,86.2399978637695,88.7649993896484,..
2003,YR2003,United Kingdom,GBR,6174.55089583941,1.64900004863739,4.18599987030029,3.02500009536743,23.3409996032715,10.2349996566772,34.3979988098145,75.411003112793,89.181999206543,63.7910003662109,1.81099998950958,0.583000004291534,1.24899995326996,53.9080009460449,69.3379974365234,61.3629989624023,87.2311019897461,92.1703033447266,89.7998962402344,62.6339988708496,75.6735000610352,68.3367004394531,77.4355010986328,85.2188034057617,81.786003112793,29868748,59647577,9538716,15.9917917056435,65.6133708263121,18.3948374680444,246.548906708552,92.1070022583008,82.931999206543,87.1309967041016,..
2003,YR2003,European Union,EUU,6131.27647834346,2.70724392738435,6.92300020946459,5.07867783772309,28.2058665961571,15.6027514248235,38.010674811686,64.9410638485009,78.3987719097602,54.4707123968575,7.51843895745339,5.99860179174779,6.85342306613911,48.1371349855188,65.2105253288942,56.3895943733115,78.5997552753682,81.7556435906437,80.1939340881452,33.4676510230727,52.065101738303,41.7482412134743,62.8325864455576,74.7070568314826,68.7986047792584,231914512,492200117,80435324,16.3419961202428,67.2158510411831,16.4421528385741,116.067057832838,86.3233328930955,79.318392888868,82.3831348121629,..
